,PASSENGERS,Passenger Miles,Origin,Destination,Starting Point,Ending Point,geometry
693,320473,428472401,"Denver, CO","Charlotte, NC",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
694,319545,667849220,"Mexico City, Mexico","New York, NY",POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696)
695,318486,396833556,"Dallas, TX","Los Angeles, CA",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
696,317893,146230231,"Dallas/Fort Worth, TX","Kansas City, MO",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
697,317298,2140099766,"Tokyo, Japan","New York, NY",POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875),POINT (139.6917064 35.6894875)
698,317270,356611480,"Minneapolis, MN","Boston, MA",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
699,317251,143714703,"Philadelphia, PA","Detroit, MI",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
700,317184,70731978,"Las Vegas, NV","Burbank, CA",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
701,317021,103665867,"Providence, RI","Baltimore, MD",POINT (-71.4128343 41.8239891),POINT (-71.4128343 41.8239891),POINT (-71.4128343 41.8239891)
702,316965,1793704935,"Seoul, South Korea","San Francisco, CA",POINT (126.9779692 37.566535),POINT (126.9779692 37.566535),POINT (126.9779692 37.566535)
703,316298,333694376,"Orlando, FL","Toronto, Canada",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
704,316284,1263554580,"New York, NY","Milan, Italy",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
705,316281,315332157,"Newark, NJ","Tampa, FL",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
706,316120,293991600,"Charlotte, NC","Minneapolis, MN",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
707,315682,2180099892,"New York, NY","Seoul, South Korea",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
708,315222,1497304500,"Dallas/Fort Worth, TX","London, United Kingdom",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
709,315118,544046958,"Santa Ana, CA","Chicago, IL",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
710,314899,1787860164,"New York, NY","Tel Aviv, Israel",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
711,314831,1146929333,"New York, NY","Amsterdam, Netherlands",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
712,314572,1492513119,"New York, NY","Sao Paulo, Brazil",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
713,314464,55655673,"Chicago, IL","Indianapolis, IN",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
714,313941,669636153,"Phoenix, AZ","Newark, NJ",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
715,313633,142075749,"Detroit, MI","Philadelphia, PA",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
716,313362,284846058,"Sacramento, CA","Denver, CO",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
717,313348,116252108,"Santa Ana, CA","Oakland, CA",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
718,313303,681747328,"Toronto, Canada","Los Angeles, CA",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
719,312801,311862597,"Tampa, FL","Newark, NJ",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
720,312558,1357751952,"Frankfurt, Germany","Chicago, IL",POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221)
721,312429,2157634674,"Seoul, South Korea","New York, NY",POINT (126.9779692 37.566535),POINT (126.9779692 37.566535),POINT (126.9779692 37.566535)
722,312349,240511109,"St. Louis, MO","Denver, CO",POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025)
723,311946,417071802,"Charlotte, NC","Denver, CO",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
724,311772,69525150,"Burbank, CA","Las Vegas, NV",POINT (-118.3089661 34.1808392),POINT (-118.3089661 34.1808392),POINT (-118.3089661 34.1808392)
725,311362,101582226,"New York, NY","Montreal, Canada",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
726,311314,55091583,"Indianapolis, IN","Chicago, IL",POINT (-86.158068 39.768403),POINT (-86.158068 39.768403),POINT (-86.158068 39.768403)
727,310817,988087243,"Dublin, Ireland","New York, NY",POINT (-6.2603097 53.3498053),POINT (-6.2603097 53.3498053),POINT (-6.2603097 53.3498053)
728,310759,713502664,"Charlotte, NC","San Francisco, CA",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
729,310743,115285653,"Oakland, CA","Santa Ana, CA",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
730,310645,101580915,"Baltimore, MD","Providence, RI",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
731,310034,856313908,"Las Vegas, NV","Honolulu, HI",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
732,309919,142562227,"Kansas City, MO","Dallas/Fort Worth, TX",POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265)
733,309693,288014490,"Minneapolis, MN","Charlotte, NC",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
734,309603,1344915432,"Chicago, IL","Frankfurt, Germany",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
735,309416,1750985144,"San Francisco, CA","Seoul, South Korea",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
736,309261,260397762,"Tampa, FL","Baltimore, MD",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
737,309152,238047040,"Denver, CO","St. Louis, MO",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
738,308417,1751059503,"Tel Aviv, Israel","New York, NY",POINT (34.78176759999999 32.0852999),POINT (34.78176759999999 32.0852999),POINT (34.78176759999999 32.0852999)
739,307909,72358615,"Havana, Cuba","Miami, FL",POINT (-82.3665956 23.1135925),POINT (-82.3665956 23.1135925),POINT (-82.3665956 23.1135925)
740,307217,2072107252,"New York, NY","Tokyo, Japan",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
741,306757,736830314,"Philadelphia, PA","Los Angeles, CA",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
742,306720,1251724320,"Washington, DC","Frankfurt, Germany",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
743,306159,973279461,"New York, NY","Dublin, Ireland",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
744,306054,1309299012,"Rome, Italy","New York, NY",POINT (12.4963655 41.9027835),POINT (12.4963655 41.9027835),POINT (12.4963655 41.9027835)
745,304746,241664448,"Dallas, TX","Chicago, IL",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
746,304288,241301854,"Chicago, IL","Dallas, TX",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
747,304281,182264319,"San Francisco, CA","Salt Lake City, UT",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
748,304236,376339932,"Fort Lauderdale, FL","Boston, MA",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
749,304097,419957957,"Dallas, TX","New York, NY",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
750,303900,120648300,"Sacramento, CA","Las Vegas, NV",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
751,303666,1239260946,"Frankfurt, Germany","Washington, DC",POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221),POINT (8.6821267 50.1109221)
752,303541,120505777,"Las Vegas, NV","Sacramento, CA",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
753,303242,297177160,"Minneapolis, MN","Philadelphia, PA",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
754,303009,189683634,"Salt Lake City, UT","San Diego, CA",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
755,302886,418285566,"New York, NY","Dallas, TX",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
756,302649,374376813,"Boston, MA","Fort Lauderdale, FL",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
757,301975,450244725,"Baltimore, MD","Denver, CO",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
758,301902,1271309322,"Atlanta, GA","London, United Kingdom",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
759,301880,166034000,"Dallas/Fort Worth, TX","St. Louis, MO",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
760,301698,98422101,"Montreal, Canada","New York, NY",POINT (-73.567256 45.5016889),POINT (-73.567256 45.5016889),POINT (-73.567256 45.5016889)
761,300881,294863380,"Philadelphia, PA","Minneapolis, MN",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
762,300166,1425788500,"London, United Kingdom","Dallas/Fort Worth, TX",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
763,299998,828594476,"Honolulu, HI","Las Vegas, NV",POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444)
764,299213,158882103,"Miami, FL","Cancun, Mexico",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
765,299192,164555600,"St. Louis, MO","Dallas/Fort Worth, TX",POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025)
766,298825,372335950,"Los Angeles, CA","Dallas, TX",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
767,298677,1176787380,"Amsterdam, Netherlands","Detroit, MI",POINT (4.895167900000001 52.3702157),POINT (4.895167900000001 52.3702157),POINT (4.895167900000001 52.3702157)
768,298603,89770022,"Chicago, IL","Des Moines, IA",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
769,297873,320834010,"Fort Myers, FL","New York, NY",POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628)
770,297817,250761914,"Baltimore, MD","Tampa, FL",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
771,297080,121506035,"Baltimore, MD","Detroit, MI",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
772,296764,1924514540,"Shanghai, China","Los Angeles, CA",POINT (121.473701 31.230416),POINT (121.473701 31.230416),POINT (121.473701 31.230416)
773,296682,185722932,"San Diego, CA","Salt Lake City, UT",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
774,295965,318778176,"New York, NY","Fort Myers, FL",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
775,294891,572973213,"Toronto, Canada","Las Vegas, NV",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
776,294637,1260457086,"New York, NY","Rome, Italy",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
777,293831,654361637,"Las Vegas, NV","Newark, NJ",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
778,293538,69568506,"Tulsa, OK","Dallas/Fort Worth, TX",POINT (-95.99277500000001 36.1539816),POINT (-95.99277500000001 36.1539816),POINT (-95.99277500000001 36.1539816)
779,293209,130184796,"Sarasota/Bradenton, FL","Atlanta, GA",POINT (-82.546943 27.3708599),POINT (-82.546943 27.3708599),POINT (-82.546943 27.3708599)
780,292736,1898392960,"Los Angeles, CA","Shanghai, China",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
781,292728,1295028672,"Miami, FL","Madrid, Spain",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
782,292576,2361088320,"Hong Kong, Hong Kong","New York, NY",POINT (114.109497 22.396428),POINT (114.109497 22.396428),POINT (114.109497 22.396428)
783,292109,174973291,"Salt Lake City, UT","San Francisco, CA",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
784,291951,118389453,"Oklahoma City, OK","Houston, TX",POINT (-97.5164276 35.4675602),POINT (-97.5164276 35.4675602),POINT (-97.5164276 35.4675602)
785,291396,69060852,"Dallas/Fort Worth, TX","Tulsa, OK",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
786,291291,154675521,"Cancun, Mexico","Miami, FL",POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908)
787,290934,81342315,"Louisville, KY","Chicago, IL",POINT (-85.7584557 38.2526647),POINT (-85.7584557 38.2526647),POINT (-85.7584557 38.2526647)
788,290545,86291865,"Milwaukee, WI","Minneapolis, MN",POINT (-87.9064736 43.0389025),POINT (-87.9064736 43.0389025),POINT (-87.9064736 43.0389025)
789,290475,128970900,"Atlanta, GA","Sarasota/Bradenton, FL",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
790,290311,36867659,"Seattle, WA","Vancouver, Canada",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
791,290252,2107229520,"Hong Kong, Hong Kong","Los Angeles, CA",POINT (114.109497 22.396428),POINT (114.109497 22.396428),POINT (114.109497 22.396428)
792,289897,136831384,"Omaha, NE","Denver, CO",POINT (-95.99798829999999 41.2523634),POINT (-95.99798829999999 41.2523634),POINT (-95.99798829999999 41.2523634)
793,289108,118245487,"Detroit, MI","Baltimore, MD",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
794,288896,67890560,"Miami, FL","Havana, Cuba",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
795,288892,106601148,"Burbank, CA","Phoenix, AZ",POINT (-118.3089661 34.1808392),POINT (-118.3089661 34.1808392),POINT (-118.3089661 34.1808392)
796,288878,2097254280,"Los Angeles, CA","Hong Kong, Hong Kong",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
797,288871,1189281907,"Osaka, Japan","Honolulu, HI",POINT (135.5021651 34.6937378),POINT (135.5021651 34.6937378),POINT (135.5021651 34.6937378)
798,288810,116951334,"Houston, TX","Oklahoma City, OK",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
799,288782,164316958,"Portland, OR","San Jose, CA",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
800,288573,1345826553,"New York, NY","Moscow, Russia",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
801,288560,667853989,"Seattle, WA","Washington, DC",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
802,288326,552432616,"Las Vegas, NV","Charlotte, NC",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
803,288318,642084186,"Newark, NJ","Las Vegas, NV",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
804,287598,1272333552,"Madrid, Spain","Miami, FL",POINT (-3.7037902 40.4167754),POINT (-3.7037902 40.4167754),POINT (-3.7037902 40.4167754)
805,287324,1182912908,"Honolulu, HI","Osaka, Japan",POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444)
806,287275,356387677,"Baltimore, MD","Houston, TX",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
807,287230,219457817,"New York, NY","Nashville, TN",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
808,286700,135322400,"Denver, CO","Omaha, NE",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
809,286645,80217812,"Chicago, IL","Louisville, KY",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
810,285582,2304646740,"New York, NY","Hong Kong, Hong Kong",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
811,285537,388330320,"Caracas, Venezuela","Miami, FL",POINT (-66.90360629999999 10.4805937),POINT (-66.90360629999999 10.4805937),POINT (-66.90360629999999 10.4805937)
812,285230,425277930,"Denver, CO","Baltimore, MD",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
813,283600,104648400,"Phoenix, AZ","Burbank, CA",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
814,283589,85255426,"Des Moines, IA","Chicago, IL",POINT (-93.6091064 41.6005448),POINT (-93.6091064 41.6005448),POINT (-93.6091064 41.6005448)
815,282689,35899455,"Vancouver, Canada","Seattle, WA",POINT (-123.1207375 49.2827291),POINT (-123.1207375 49.2827291),POINT (-123.1207375 49.2827291)
816,282223,438577797,"New York, NY","Cancun, Mexico",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
817,282151,1188137861,"London, United Kingdom","Atlanta, GA",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
818,282098,49367150,"Dallas/Fort Worth, TX","Oklahoma City, OK",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
819,281887,1413945192,"Istanbul, Turkey","New York, NY",POINT (28.9783589 41.0082376),POINT (28.9783589 41.0082376),POINT (28.9783589 41.0082376)
820,281580,547109940,"Las Vegas, NV","Toronto, Canada",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
821,281329,301584688,"Orlando, FL","Providence, RI",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
822,281296,160057424,"San Jose, CA","Portland, OR",POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082)
823,280927,559043372,"New York, NY","Salt Lake City, UT",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
824,280911,125851833,"St. Louis, MO","Minneapolis, MN",POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025)
825,280432,558057027,"Salt Lake City, UT","New York, NY",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
826,280162,277640542,"Minneapolis, MN","Salt Lake City, UT",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
827,280114,1354071076,"Houston, TX","London, United Kingdom",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
828,280009,49001575,"Oklahoma City, OK","Dallas/Fort Worth, TX",POINT (-97.5164276 35.4675602),POINT (-97.5164276 35.4675602),POINT (-97.5164276 35.4675602)
829,279952,589578912,"Baltimore, MD","Las Vegas, NV",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
830,279781,125346883,"Minneapolis, MN","St. Louis, MO",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
831,279319,251131353,"Fort Lauderdale, FL","Washington, DC",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
832,278985,1099200900,"Detroit, MI","Amsterdam, Netherlands",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
833,278237,62881562,"Las Vegas, NV","Santa Ana, CA",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
834,278156,298183232,"Providence, RI","Orlando, FL",POINT (-71.4128343 41.8239891),POINT (-71.4128343 41.8239891),POINT (-71.4128343 41.8239891)
835,278150,151035450,"Oakland, CA","Portland, OR",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
836,277910,225940830,"Dallas/Fort Worth, TX","Tucson, AZ",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
837,277163,211767408,"Nashville, TN","New York, NY",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
838,276724,120651664,"New Orleans, LA","Dallas, TX",POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999)
839,276601,582521706,"Las Vegas, NV","Baltimore, MD",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
840,276467,429629958,"Cancun, Mexico","New York, NY",POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908),POINT (-86.85152789999999 21.161908)
841,276235,149995605,"Portland, OR","Oakland, CA",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
842,276132,248265636,"Washington, DC","Fort Lauderdale, FL",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
843,275662,81871614,"Minneapolis, MN","Milwaukee, WI",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
844,275470,111289880,"Sacramento, CA","Santa Ana, CA",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
845,275265,444828240,"Dallas/Fort Worth, TX","Portland, OR",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
846,275154,111162216,"Santa Ana, CA","Sacramento, CA",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
847,275096,72730615,"Cincinnati, OH","Chicago, IL",POINT (-84.5120196 39.1031182),POINT (-84.5120196 39.1031182),POINT (-84.5120196 39.1031182)
848,274946,223531098,"Tucson, AZ","Dallas/Fort Worth, TX",POINT (-110.926479 32.2217429),POINT (-110.926479 32.2217429),POINT (-110.926479 32.2217429)
849,274691,156299179,"Dallas/Fort Worth, TX","Albuquerque, NM",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
850,274405,103450685,"Manchester, NH","Baltimore, MD",POINT (-71.4547891 42.9956397),POINT (-71.4547891 42.9956397),POINT (-71.4547891 42.9956397)
851,274332,239217504,"Phoenix, AZ","Austin, TX",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
852,274027,155921363,"Albuquerque, NM","Dallas/Fort Worth, TX",POINT (-106.6055534 35.0853336),POINT (-106.6055534 35.0853336),POINT (-106.6055534 35.0853336)
853,273701,238667250,"Austin, TX","Phoenix, AZ",POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153),POINT (-97.74306079999999 30.267153)
854,272712,631344138,"Washington, DC","Seattle, WA",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
855,272647,566833113,"San Francisco, CA","Detroit, MI",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
856,272246,118699256,"Dallas, TX","New Orleans, LA",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
857,272195,102617515,"Baltimore, MD","Manchester, NH",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
858,272027,71918022,"Chicago, IL","Cincinnati, OH",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
859,271835,76929305,"Hartford, CT","Baltimore, MD",POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999)
860,271761,1363153176,"New York, NY","Istanbul, Turkey",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
861,271079,359198122,"Philadelphia, PA","Houston, TX",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
862,270996,341997492,"Phoenix, AZ","St. Louis, MO",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
863,270728,1419397869,"London, United Kingdom","Las Vegas, NV",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
864,270677,291054700,"Houston, TX","Detroit, MI",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
865,270366,264147582,"Denver, CO","Indianapolis, IN",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
